Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,obj,SQ_INSTS_VALU_ADD_F16,SQ_INSTS_VALU_MUL_F16,SQ_INSTS_VALU_FMA_F16,SQ_INSTS_VALU_TRANS_F16,SQ_INSTS_VALU_MFMA_MOPS_F16,SQ_INSTS_VALU_MFMA_MOPS_BF16,SQ_INSTS_VALU_ADD_F32,SQ_INSTS_VALU_MUL_F32,SQ_INSTS_VALU_FMA_F32,SQ_INSTS_VALU_TRANS_F32,SQ_INSTS_VALU_MFMA_MOPS_F32,SQ_INSTS_VALU_ADD_F64,SQ_INSTS_VALU_MUL_F64,SQ_INSTS_VALU_FMA_F64,SQ_INSTS_VALU_TRANS_F64,SQ_INSTS_VALU_MFMA_MOPS_F64,TCC_EA_RDREQ_sum,TCC_EA_RDREQ_32B_sum,TCC_EA_WRREQ_sum,TCC_EA_WRREQ_64B_sum,SQ_INSTS_VALU_INT32,SQ_INSTS_VALU_INT64,DispatchNs,BeginNs,EndNs,CompleteNs
0,"hip_stencil_2(double*, double*, double, int) [clone .kd]",0,0,0,27783,27783,180000768,1024,0,0,8,24,0,0x0,0x7fffc9c09540,0,0,0,0,0,0,0,0,0,0,0,2812500,2812500,16875000,2812500,0,22502733.0000000000,0.0000000000,22461530.0000000000,22461530.0000000000,25312512,8437512,286327632530524,285521447616315,286327637741147,286327641435795
