Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,obj,SQ_INSTS_VALU_ADD_F16,SQ_INSTS_VALU_MUL_F16,SQ_INSTS_VALU_FMA_F16,SQ_INSTS_VALU_TRANS_F16,SQ_INSTS_VALU_MFMA_MOPS_F16,SQ_INSTS_VALU_MFMA_MOPS_BF16,SQ_INSTS_VALU_ADD_F32,SQ_INSTS_VALU_MUL_F32,SQ_INSTS_VALU_FMA_F32,SQ_INSTS_VALU_TRANS_F32,SQ_INSTS_VALU_MFMA_MOPS_F32,SQ_INSTS_VALU_ADD_F64,SQ_INSTS_VALU_MUL_F64,SQ_INSTS_VALU_FMA_F64,SQ_INSTS_VALU_TRANS_F64,SQ_INSTS_VALU_MFMA_MOPS_F64,TCC_EA_RDREQ_sum,TCC_EA_RDREQ_32B_sum,TCC_EA_WRREQ_sum,TCC_EA_WRREQ_64B_sum,SQ_LDS_IDX_ACTIVE,SQ_LDS_BANK_CONFLICT,TCP_TCC_READ_REQ_sum,TCP_TCC_WRITE_REQ_sum,TCP_TCC_ATOMIC_WITH_RET_REQ_sum,TCP_TCC_ATOMIC_WITHOUT_RET_REQ_sum,TCP_TOTAL_CACHE_ACCESSES_sum,SQ_INSTS_VALU_INT32,SQ_INSTS_VALU_INT64,DispatchNs,BeginNs,EndNs,CompleteNs
0,"hip_stencil_2(double*, double*, double, int) [clone .kd]",0,0,0,3064894,3064894,180000768,1024,0,0,8,24,0,0x0,0x7f7b0f13c540,0,0,0,0,0,0,0,0,0,0,0,2812500,2812500,16875000,2812500,0,22502722.0000000000,0.0000000000,22461630.0000000000,22461630.0000000000,0,0,22675793.0000000000,22500000.0000000000,0.0000000000,0.0000000000,157499999.0000000000,25312512,8437512,3013907889436548,3013882514998447,3013907899350196,3013907902372561
